Volcano_Type,Volcano_Name,Volcanic_Explosivity_Index,Elevation,Status,Deaths,Total_Deaths,Country,Coordinates,Year,Month,Day,Flag_Tsunami,Flag_Earthquake
Complex volcano,Iliwerung,2,1018,Historical,0,0,Indonesia,"-8.54, 123.59",1948,4,7,FALSE,FALSE
Stratovolcano,Purace,2,4650,Historical,17,17,Colombia,"2.32, -76.4",1949,5,26,FALSE,FALSE
Stratovolcano,Villarrica,3,2847,Historical,54,54,Chile,"-39.42, -71.93",1949,1,1,FALSE,FALSE
Stratovolcano,Camiguin,3,1332,Historical,2,2,Philippines,"9.203, 124.673",1949,6,0,FALSE,FALSE
Complex volcano,Asama,2,2560,Historical,1,1,Japan,"36.4, 138.53",1950,9,23,FALSE,FALSE
Stratovolcano,Camiguin,3,1332,Historical,68,68,Philippines,"9.203, 124.673",1950,9,15,FALSE,FALSE
Stratovolcano,Semeru,1,3676,Historical,6,6,Indonesia,"-8.108, 112.92",1950,8,28,FALSE,FALSE
Submarine volcano,Kavachi,2,-20,Historical,0,0,Solomon Is.,"-9.02, 157.95",1951,0,0,TRUE,FALSE
Stratovolcano,Lamington,4,1680,Historical,2942,2942,Papua New Guinea,"-8.95, 148.15",1951,1,21,FALSE,FALSE
Stratovolcano,Cosiguina,0,872,Historical,0,0,Nicaragua,"12.98, -87.57",1951,8,3,TRUE,TRUE
Complex volcano,Hakone,0,1438,Radiocarbon,2,2,Japan,"35.22, 139.02",1951,11,5,FALSE,FALSE
Stratovolcano,Kelut,3,1731,Historical,7,7,Indonesia,"-7.93, 112.308",1951,8,31,FALSE,FALSE
Stratovolcano,Camiguin,3,1332,Historical,500,500,Philippines,"9.203, 124.673",1951,12,4,FALSE,FALSE
Complex volcano,Hakone,0,1438,Radiocarbon,1,1,Japan,"35.22, 139.02",1952,3,27,FALSE,FALSE
Submarine volcano,Myojun Knoll,2,360,Holocene,31,31,Japan,"32.1, 139.85",1952,9,24,TRUE,FALSE
Submarine volcano,Myojun Knoll,2,360,Holocene,0,0,Japan,"32.1, 139.85",1952,9,16,TRUE,FALSE
Submarine volcano,Myojun Knoll,2,360,Holocene,0,0,Japan,"32.1, 139.85",1952,9,26,TRUE,FALSE
Submarine volcano,Myojun Knoll,2,360,Holocene,0,0,Japan,"32.1, 139.85",1952,9,23,TRUE,FALSE
Compound volcano,Ambalatungan Group,1,2329,Fumarolic,12,12,Philippines,"17.32, 121.1",1952,0,0,FALSE,FALSE
Complex volcano,St. Andrew Strait,0,270,Historical,0,0,Papua New Guinea,"-2.38, 147.35",1953,6,27,TRUE,FALSE
Stratovolcano,Ruapehu,0,2797,Historical,151,151,New Zealand,"-39.28, 175.57",1953,12,24,FALSE,FALSE
Submarine volcano,Myojun Knoll,2,360,Holocene,0,0,Japan,"32.1, 139.85",1953,3,11,TRUE,FALSE
Submarine volcano,Myojun Knoll,2,360,Holocene,0,0,Japan,"32.1, 139.85",1953,3,25,TRUE,FALSE
Complex volcano,Hakone,0,1438,Radiocarbon,10,10,Japan,"35.22, 139.02",1953,7,26,FALSE,FALSE
Stratovolcano,Oshima,1,758,Historical,1,1,Japan,"34.73, 139.38",1953,10,5,FALSE,FALSE
Stratovolcano,Merapi,3,2947,Historical,64,64,Indonesia,"-7.542, 110.442",1953,3,23,FALSE,FALSE
Complex volcano,Sirung,0,862,Historical,5,5,Indonesia,"-8.51, 124.148",1953,6,0,FALSE,FALSE
Caldera,Aso,2,1592,Historical,6,6,Japan,"32.88, 131.1",1953,4,27,FALSE,FALSE
Stratovolcano,Bam,2,685,Historical,0,25,Papua New Guinea,"-3.6, 144.85",1954,8,3,FALSE,FALSE
Stratovolcano,Camiguin,0,1332,Historical,2,2,Philippines,"9.203, 124.673",1954,0,0,FALSE,FALSE
Stratovolcano,Tate-yama,0,2621,Historical,1,1,Japan,"36.57, 137.6",1954,7,21,FALSE,FALSE
Stratovolcano,Stromboli,0,926,Historical,0,0,Italy,"38.789, 15.213",1954,2,0,TRUE,FALSE
Stratovolcano,Sakura-jima,3,1117,Historical,0,0,Japan,"31.58, 130.67",1955,10,13,FALSE,FALSE
Pyroclastic cone,Carran-Los Venados,4,1114,Historical,2,2,Chile,"-40.35, -72.07",1955,7,26,FALSE,FALSE
Stratovolcano,Bezymianny,5,2882,Historical,0,0,Russia,"55.978, 160.587",1956,3,30,TRUE,FALSE
Caldera,Aso,2,1592,Historical,12,12,Japan,"32.88, 131.1",1957,10,0,FALSE,FALSE
Complex volcano,Unzen,0,1500,Historical,13,13,Japan,"32.75, 130.3",1957,7,0,FALSE,FALSE
Stratovolcano,Oshima,2,758,Historical,1,1,Japan,"34.73, 139.38",1957,8,0,FALSE,FALSE
Stratovolcano,Vsevidof,2,2149,Historical,0,0,United States,"53.13, -168.68",1957,3,11,FALSE,TRUE
Stratovolcano,Daisetsu,0,2290,Tephrochronology,2,2,Japan,"43.68, 142.88",1958,7,21,FALSE,FALSE
Caldera,Kuwae,2,-2,Historical,0,0,Vanuatu,"-16.829, 168.536",1958,10,7,TRUE,FALSE
Stratovolcano,Mahawu,2,1324,Historical,1,1,Indonesia,"1.358, 124.858",1958,7,12,FALSE,FALSE
Stratovolcano,Puyehue,3,2236,Holocene,0,0,Chile,"-40.59, -72.117",1960,5,25,TRUE,TRUE
Stratovolcano,Calbuco,3,2003,Historical,0,0,Chile,"-41.326, -72.614",1961,1,25,FALSE,FALSE
Complex volcano,Asama,2,2560,Historical,1,1,Japan,"36.4, 138.53",1961,8,18,FALSE,FALSE
Stratovolcano,Daisetsu,0,2290,Tephrochronology,2,2,Japan,"43.68, 142.88",1961,6,18,FALSE,FALSE
Stratovolcano,Merapi,3,2947,Historical,6,6,Indonesia,"-7.542, 110.442",1961,5,8,FALSE,FALSE
Stratovolcano,Tate-yama,0,2621,Historical,1,1,Japan,"36.57, 137.6",1961,4,23,FALSE,FALSE
Stratovolcano,Tokachi,3,2077,Historical,5,5,Japan,"43.42, 142.68",1962,6,29,FALSE,FALSE
Stratovolcano,Gamalama,2,1715,Historical,5,5,Indonesia,"0.8, 127.325",1962,12,31,FALSE,FALSE
Stratovolcano,Merapi,0,2947,Historical,2,2,Indonesia,"-7.542, 110.442",1962,10,0,FALSE,FALSE
Stratovolcano,Agung,5,3142,Historical,1028,1028,Indonesia,"-8.342, 115.508",1963,3,18,TRUE,FALSE
Stratovolcano,Semeru,2,3676,Historical,1,1,Indonesia,"-8.108, 112.92",1963,5,5,FALSE,FALSE
Stratovolcano,Fuego,3,3763,Historical,7,7,Guatemala,"14.473, -90.88",1963,9,28,FALSE,FALSE
Stratovolcano,Irazu,3,3432,Historical,40,40,Costa Rica,"9.979, -83.852",1963,12,10,FALSE,FALSE
Stratovolcano,Irazu,3,3432,Historical,15,15,Costa Rica,"9.979, -83.852",1963,3,17,FALSE,FALSE
Stratovolcano,Villarrica,2,2847,Historical,0,0,Chile,"-39.42, -71.93",1963,5,21,FALSE,FALSE
Stratovolcano,Agung,3,3142,Historical,120,120,Indonesia,"-8.342, 115.508",1963,5,16,FALSE,TRUE
Caldera,Batur,2,1717,Historical,2,2,Indonesia,"-8.242, 115.375",1963,9,5,FALSE,FALSE
Stratovolcano,Paluweh,2,875,Historical,1,1,Indonesia,"-8.32, 121.708",1964,1,1,FALSE,FALSE
Stratovolcano,Villarrica,2,2847,Historical,25,25,Chile,"-39.42, -71.93",1964,3,3,FALSE,FALSE
Complex volcano,Dieng Volc Complex,1,2565,Historical,114,114,Indonesia,"-7.2, 109.92",1964,12,13,FALSE,FALSE
Stratovolcano,Taal,4,400,Historical,355,355,Philippines,"14.002, 120.993",1965,9,28,TRUE,FALSE
Submarine volcano,Kick-'em-Jenny,0,-177,Historical,0,0,Netherlands,"12.3, -61.63",1965,10,24,TRUE,FALSE
Stratovolcano,Awu,4,1320,Historical,39,39,Indonesia,"3.67, 125.5",1966,8,12,FALSE,FALSE
Stratovolcano,Kelut,4,1731,Historical,215,215,Indonesia,"-7.93, 112.308",1966,4,26,FALSE,FALSE
Stratovolcano,"Lengai, Ol Doinyo",4,2890,Historical,0,0,Tanzania,"-2.751, 35.902",1966,8,14,FALSE,FALSE
Stratovolcano,Tinakula,3,851,Historical,0,0,Solomon Is.,"-10.38, 165.8",1966,1,13,TRUE,FALSE
Stratovolcano,Semeru,3,3676,Historical,3,3,Indonesia,"-8.108, 112.92",1967,8,31,FALSE,FALSE
Caldera,Deception Island,3,576,Historical,0,0,Antarctica,"-62.97, -60.65",1967,12,4,TRUE,FALSE
Stratovolcano,"Lengai, Ol Doinyo",3,2890,Historical,0,0,Tanzania,"-2.751, 35.902",1967,7,8,FALSE,FALSE
Stratovolcano,Arenal,3,1657,Historical,80,80,Costa Rica,"10.463, -84.703",1968,7,29,FALSE,FALSE
Stratovolcano,Mayon,3,2462,Historical,6,6,Philippines,"13.257, 123.685",1968,4,21,FALSE,FALSE
Stratovolcano,Merapi,2,2947,Historical,3,3,Indonesia,"-7.542, 110.442",1969,1,7,FALSE,FALSE
Stratovolcano,Iya,3,637,Historical,2,2,Indonesia,"-8.88, 121.63",1969,1,28,FALSE,FALSE
Caldera,Narugo,0,462,Historical,1,1,Japan,"38.73, 140.73",1969,8,26,FALSE,FALSE
Compound volcano,Didicas,2,244,Historical,0,3,Philippines,"19.077, 122.202",1969,3,21,TRUE,FALSE
Caldera,Campi Flegrei,0,458,Historical,3,3,Italy,"40.827, 14.139",1970,3,2,FALSE,FALSE
Stratovolcano,Hekla,3,1491,Historical,0,0,Iceland,"63.98, -19.7",1970,5,5,FALSE,FALSE
Stratovolcano,Villarrica,2,2847,Historical,15,15,Chile,"-39.42, -71.93",1971,10,29,FALSE,FALSE
Stratovolcano,Fuego,3,3763,Historical,10,10,Guatemala,"14.473, -90.88",1971,9,14,FALSE,FALSE
Stratovolcano,Tinakula,2,851,Historical,0,0,Solomon Is.,"-10.38, 165.8",1971,9,6,TRUE,FALSE
Stratovolcano,La Palma,2,2426,Historical,0,0,Spain,"28.58, -17.83",1971,10,26,FALSE,FALSE
Stratovolcano,Kusatsu-Shirane,0,2176,Historical,6,6,Japan,"36.62, 138.55",1971,12,27,FALSE,FALSE
Stratovolcano,"Hudson, Cerro",3,1905,Historical,5,3,Chile,"-45.9, -72.97",1971,8,12,FALSE,FALSE
Shield volcano,"Fournaise, Piton de la",2,2631,Historical,3,3,Reunion,"-21.229, 55.713",1972,6,9,FALSE,FALSE
Stratovolcano,Ritter Island,1,140,Historical,0,0,Papua New Guinea,"-5.52, 148.121",1972,10,9,TRUE,FALSE
Complex volcano,Hakone,0,1438,Radiocarbon,2,2,Japan,"35.22, 139.02",1972,10,2,FALSE,FALSE
Complex volcano,Iliwerung,2,1018,Historical,2,2,Indonesia,"-8.54, 123.59",1973,12,5,FALSE,FALSE
Submarine volcano,Vestmannaeyjar,3,279,Historical,1,1,Iceland,"63.43, -20.28",1973,1,27,FALSE,FALSE
Stratovolcano,"Hudson, Cerro",0,1905,Historical,2,2,Chile,"-45.9, -72.97",1973,4,5,FALSE,FALSE
Stratovolcano,Paluweh,3,875,Historical,0,0,Indonesia,"-8.32, 121.708",1973,1,0,FALSE,FALSE
Stratovolcano,Sakura-jima,3,1117,Historical,3,3,Japan,"31.58, 130.67",1974,6,17,FALSE,FALSE
Stratovolcano,Fuego,4,3763,Historical,0,0,Guatemala,"14.473, -90.88",1974,10,10,FALSE,FALSE
Stratovolcano,Karangetang [Api Siau],3,1784,Historical,4,4,Indonesia,"2.78, 125.48",1974,2,11,FALSE,FALSE
Stratovolcano,Sakura-jima,3,1117,Historical,5,5,Japan,"31.58, 130.67",1974,8,9,FALSE,FALSE
Stratovolcano,Merapi,2,2947,Historical,9,9,Indonesia,"-7.542, 110.442",1974,10,22,FALSE,FALSE
Stratovolcano,Ritter Island,1,140,Historical,0,0,Papua New Guinea,"-5.52, 148.121",1974,10,17,TRUE,FALSE
Lava dome,Niigata-Yake-yama,2,2400,Historical,3,3,Japan,"36.92, 138.03",1974,7,28,FALSE,FALSE
Stratovolcano,Arenal,3,1657,Historical,2,2,Costa Rica,"10.463, -84.703",1975,6,17,FALSE,FALSE
Shield volcano,Kilauea,0,1222,Historical,0,2,United States,"19.425, -155.292",1975,11,29,TRUE,TRUE
Complex volcano,Marapi,2,2891,Historical,80,80,Indonesia,"-0.381, 100.473",1975,1,0,FALSE,FALSE
Stratovolcano,Kusatsu-Shirane,0,2176,Historical,3,3,Japan,"36.62, 138.55",1976,8,3,FALSE,FALSE
Stratovolcano,Sangay,3,5230,Historical,2,2,Ecuador,"-2.03, -78.33",1976,8,12,FALSE,FALSE
Stratovolcano,Karangetang [Api Siau],2,1784,Historical,1,1,Indonesia,"2.78, 125.48",1976,9,15,FALSE,FALSE
Stratovolcano,Semeru,2,3676,Historical,119,119,Indonesia,"-8.108, 112.92",1976,8,31,FALSE,FALSE
Stratovolcano,Merapi,2,2947,Historical,29,29,Indonesia,"-7.542, 110.442",1976,11,25,FALSE,FALSE
Caldera,Krafla,1,650,Historical,0,0,Iceland,"65.73, -16.78",1977,4,27,FALSE,FALSE
Stratovolcano,Kliuchevskoi,3,4835,Historical,1,1,Russia,"56.057, 160.638",1977,8,2,FALSE,FALSE
Stratovolcano,Usu,3,731,Historical,3,3,Japan,"42.53, 140.83",1977,8,7,FALSE,FALSE
Stratovolcano,Nyiragongo,1,3470,Historical,0,0,"Congo, DRC","-1.52, 29.25",1977,1,10,FALSE,FALSE
Shield volcano,Karthala,0,2361,Historical,0,0,Comoros,"-11.75, 43.38",1977,4,5,FALSE,FALSE
Stratovolcano,Tangkubanparahu,0,2084,Historical,3,3,Indonesia,"-6.77, 107.6",1978,0,0,FALSE,FALSE
Stratovolcano,Usu,3,731,Historical,3,3,Japan,"42.53, 140.83",1978,1,13,FALSE,FALSE
Stratovolcano,Semeru,3,3676,Historical,12,12,Indonesia,"-8.108, 112.92",1978,9,19,FALSE,FALSE
Stratovolcano,Santa Maria,3,3772,Historical,1,1,Guatemala,"14.756, -91.552",1978,9,2,FALSE,FALSE
Stratovolcano,Bulusan,2,1565,Historical,0,0,Philippines,"12.77, 124.05",1978,7,29,FALSE,FALSE
Complex volcano,Dieng Volc Complex,1,2565,Historical,149,149,Indonesia,"-7.2, 109.92",1979,2,20,FALSE,FALSE
Stratovolcano,Soufriere St. Vincent,3,1220,Historical,2,2,St. Vincent & the Grenadines,"13.33, -61.18",1979,4,13,FALSE,FALSE
Stratovolcano,Etna,2,3350,Historical,9,9,Italy,"37.734, 15.004",1979,7,5,FALSE,FALSE
Complex volcano,Iliwerung,0,1018,Historical,0,1239,Indonesia,"-8.54, 123.59",1979,7,18,TRUE,FALSE
Caldera,Aso,2,1592,Historical,3,3,Japan,"32.88, 131.1",1979,9,6,FALSE,FALSE
Stratovolcano,Karkar,2,1839,Historical,2,2,Papua New Guinea,"-4.649, 145.964",1979,3,8,FALSE,FALSE
Stratovolcano,Hood,0,3426,Historical,1,1,United States,"45.374, -121.694",1980,12,25,FALSE,FALSE
Stratovolcano,Hekla,3,1491,Historical,0,0,Iceland,"63.98, -19.7",1980,8,17,FALSE,FALSE
Stratovolcano,St. Helens,5,2549,Historical,57,61,United States,"46.2, -122.18",1980,5,18,TRUE,TRUE
Stratovolcano,Alaid,2,2339,Historical,0,0,Russia,"50.858, 155.55",1981,4,27,FALSE,FALSE
Stratovolcano,Semeru,3,3676,Historical,372,372,Indonesia,"-8.108, 112.92",1981,5,14,FALSE,FALSE
Stratovolcano,Semeru,3,3676,Historical,1,1,Indonesia,"-8.108, 112.92",1981,3,29,FALSE,FALSE
Stratovolcano,Mayon,0,2462,Historical,200,200,Philippines,"13.257, 123.685",1981,6,30,FALSE,FALSE
Stratovolcano,Paluweh,2,875,Historical,0,0,Indonesia,"-8.32, 121.708",1981,9,5,FALSE,FALSE
Stratovolcano,Etna,2,3350,Historical,0,0,Italy,"37.734, 15.004",1981,3,17,FALSE,FALSE
Stratovolcano,Vilyuchik,0,2173,Tephrochronology,0,0,Russia,"52.68, 158.3",1981,0,0,FALSE,FALSE
Tuff cone,"Chichon, El",5,1150,Historical,1,1,Mexico,"17.36, -93.228",1982,5,27,FALSE,FALSE
Stratovolcano,Galunggung,4,2168,Historical,68,68,Indonesia,"-7.25, 108.05",1982,5,17,FALSE,FALSE
Tuff cone,"Chichon, El",5,1150,Historical,33,33,Mexico,"17.36, -93.228",1982,4,4,FALSE,FALSE
Tuff cone,"Chichon, El",5,1150,Historical,1879,1879,Mexico,"17.36, -93.228",1982,3,29,FALSE,TRUE
Stratovolcano,Miyake-jima,3,815,Historical,0,0,Japan,"34.08, 139.53",1983,10,3,FALSE,TRUE
Complex volcano,Iliwerung,1,1018,Historical,0,0,Indonesia,"-8.54, 123.59",1983,8,17,TRUE,FALSE
Stratovolcano,Colo [Una Una],4,507,Historical,0,0,Indonesia,"-0.17, 121.608",1983,7,23,FALSE,FALSE
Stratovolcano,Kliuchevskoi,2,4835,Historical,1,1,Russia,"56.057, 160.638",1983,3,8,FALSE,FALSE
Stratovolcano,Mayon,3,2462,Historical,1,1,Philippines,"13.257, 123.685",1984,9,9,FALSE,FALSE
Stratovolcano,Etna,3,3350,Historical,1,1,Italy,"37.734, 15.004",1984,10,16,FALSE,FALSE
Maar,Oku Volc Field,0,3011,Radiocarbon,37,37,Cameroon,"6.25, 10.5",1984,8,15,FALSE,FALSE
Complex volcano,On-take,0,3063,Historical,29,29,Japan,"35.9, 137.48",1984,9,14,FALSE,FALSE
Stratovolcano,Ruiz,3,5321,Historical,23080,23080,Colombia,"4.895, -75.322",1985,11,13,FALSE,FALSE
Stratovolcano,Semeru,3,3676,Historical,70,70,Indonesia,"-8.108, 112.92",1985,5,10,FALSE,FALSE
Stratovolcano,Etna,1,3350,Historical,1,1,Italy,"37.734, 15.004",1985,12,19,FALSE,FALSE
Stratovolcano,Oshima,3,758,Historical,1,1,Japan,"34.73, 139.38",1986,11,15,FALSE,FALSE
Stratovolcano,Merapi,2,2947,Historical,1,1,Indonesia,"-7.542, 110.442",1986,10,15,FALSE,FALSE
Maar,Oku Volc Field,3,3011,Radiocarbon,1700,1700,Cameroon,"6.25, 10.5",1986,8,21,FALSE,FALSE
Complex volcano,Akita-Yake-yama,0,1366,Historical,1,1,Japan,"39.97, 140.77",1986,5,8,FALSE,FALSE
Stratovolcano,Stromboli,2,926,Historical,1,1,Italy,"38.789, 15.213",1986,7,24,FALSE,FALSE
Complex volcano,Sirung,0,862,Historical,0,125,Indonesia,"-8.51, 124.148",1987,12,1,FALSE,TRUE
Stratovolcano,Etna,2,3350,Historical,2,2,Italy,"37.734, 15.004",1987,4,17,FALSE,FALSE
Complex volcano,Pacaya,3,2552,Historical,0,0,Guatemala,"14.381, -90.601",1987,1,25,FALSE,FALSE
Stratovolcano,Semeru,3,3676,Historical,1,1,Indonesia,"-8.108, 112.92",1988,7,30,FALSE,FALSE
Stratovolcano,Lonquimay,3,2865,Historical,1,1,Chile,"-38.377, -71.58",1988,12,25,FALSE,FALSE
Caldera,Banda Api,3,640,Historical,4,4,Pacific Ocean,"-4.525, 129.871",1988,5,9,FALSE,FALSE
Stratovolcano,Arenal,3,1657,Historical,1,1,Costa Rica,"10.463, -84.703",1988,7,6,FALSE,FALSE
Complex volcano,Akita-Yake-yama,0,1366,Historical,3,3,Japan,"39.97, 140.77",1988,0,0,FALSE,FALSE
Caldera,Aso,0,1592,Historical,1,1,Japan,"32.88, 131.1",1989,2,12,FALSE,FALSE
Shield volcano,Kirishima,0,1700,Historical,2,2,Japan,"31.93, 130.87",1989,8,26,FALSE,FALSE
Stratovolcano,Shiveluch,3,3283,Historical,0,0,Russia,"56.653, 161.36",1990,2,2,FALSE,FALSE
Pyroclastic shield,Rabaul,0,688,Historical,6,6,Papua New Guinea,"-4.271, 152.203",1990,6,24,FALSE,FALSE
Stratovolcano,Nyiragongo,0,3470,Historical,1,1,"Congo, DRC","-1.52, 29.25",1990,11,21,FALSE,FALSE
Stratovolcano,Kelut,0,1731,Historical,4,4,Indonesia,"-7.93, 112.308",1990,11,25,FALSE,FALSE
Caldera,Aso,2,1592,Historical,1,1,Japan,"32.88, 131.1",1990,4,18,FALSE,FALSE
Stratovolcano,Santa Maria,3,3772,Historical,4,4,Guatemala,"14.756, -91.552",1990,7,19,FALSE,FALSE
Stratovolcano,Kelut,4,1731,Historical,32,32,Indonesia,"-7.93, 112.308",1990,2,10,FALSE,FALSE
Caldera,Aso,2,1592,Historical,1,1,Japan,"32.88, 131.1",1990,10,19,FALSE,FALSE
Caldera,Aso,2,1592,Historical,1,1,Japan,"32.88, 131.1",1990,3,26,FALSE,FALSE
Stratovolcano,Sabancaya,3,5967,Historical,0,0,Peru,"-15.78, -71.85",1990,5,29,FALSE,FALSE
Complex volcano,Mutnovsky,0,2322,Historical,1,1,Russia,"52.453, 158.195",1991,6,0,FALSE,FALSE
Complex volcano,Unzen,1,1500,Historical,43,43,Japan,"32.75, 130.3",1991,6,3,FALSE,FALSE
Stratovolcano,Pinatubo,6,1486,Historical,350,800,Philippines,"15.13, 120.35",1991,6,15,FALSE,TRUE
Stratovolcano,Etna,2,3350,Historical,0,0,Italy,"37.734, 15.004",1991,12,14,FALSE,FALSE
Stratovolcano,"Hudson, Cerro",5,1905,Historical,0,0,Chile,"-45.9, -72.97",1991,8,8,FALSE,FALSE
Shield volcano,Karthala,2,2361,Historical,0,0,Comoros,"-11.75, 43.38",1991,7,3,FALSE,FALSE
Stratovolcano,Lokon-Empung,1,1580,Historical,1,1,Indonesia,"1.358, 124.792",1991,10,24,FALSE,FALSE
Stratovolcano,Pinatubo,1,1486,Historical,6,6,Philippines,"15.13, 120.35",1992,7,12,FALSE,FALSE
Complex volcano,Marapi,2,2891,Historical,1,1,Indonesia,"-0.381, 100.473",1992,7,5,FALSE,FALSE
Stratovolcano,Semeru,3,3676,Historical,3,3,Indonesia,"-8.108, 112.92",1992,0,0,FALSE,FALSE
Complex volcano,Dieng Volc Complex,0,2565,Historical,1,1,Indonesia,"-7.2, 109.92",1992,3,18,FALSE,FALSE
Stratovolcano,Karangetang [Api Siau],1,1784,Historical,6,6,Indonesia,"2.78, 125.48",1992,5,11,FALSE,FALSE
Stratovolcano,Karangetang [Api Siau],2,1784,Historical,2,2,Indonesia,"2.78, 125.48",1992,1,21,FALSE,FALSE
Stratovolcano,Spurr,4,3374,Historical,1,1,United States,"61.3, -152.25",1992,9,17,FALSE,FALSE
Cinder cone,"Negro, Cerro",3,728,Historical,11,11,Nicaragua,"12.506, -86.702",1992,4,10,FALSE,FALSE
Stratovolcano,Guagua Pichincha,1,4784,Historical,2,2,Ecuador,"-0.171, -78.598",1993,3,12,FALSE,FALSE
Complex volcano,Galeras,2,4276,Historical,9,9,Colombia,"1.22, -77.37",1993,1,14,FALSE,FALSE
Stratovolcano,Mayon,2,2462,Historical,75,75,Philippines,"13.257, 123.685",1993,2,2,FALSE,FALSE
Stratovolcano,Wurlali,0,868,Historical,1,1,Indonesia,"-7.125, 128.675",1993,1,21,FALSE,FALSE
Complex volcano,Unzen,1,1500,Historical,1,1,Japan,"32.75, 130.3",1993,6,23,FALSE,FALSE
Stratovolcano,Pinatubo,1,1486,Historical,4,4,Philippines,"15.13, 120.35",1993,6,26,FALSE,FALSE
Caldera,Krakatau,1,813,Historical,1,1,Indonesia,"-6.102, 105.423",1993,6,13,FALSE,FALSE
Stratovolcano,Pinatubo,0,1486,Historical,14,14,Philippines,"15.13, 120.35",1993,10,4,FALSE,FALSE
Shield volcano,Kilauea,0,1222,Historical,1,1,United States,"19.425, -155.292",1993,4,19,FALSE,FALSE
Pyroclastic shield,Rabaul,3,688,Historical,4,4,Papua New Guinea,"-4.271, 152.203",1994,9,19,TRUE,FALSE
Stratovolcano,Semeru,3,3676,Historical,6,6,Indonesia,"-8.108, 112.92",1994,2,3,FALSE,FALSE
Stratovolcano,Yasur,3,361,Historical,1,1,Vanuatu,"-19.52, 169.425",1994,1,15,FALSE,FALSE
Stratovolcano,Huila,0,5365,Historical,0,650,Colombia,"2.92, -76.05",1994,6,6,FALSE,TRUE
Stratovolcano,Merapi,3,2947,Historical,60,60,Indonesia,"-7.542, 110.442",1994,11,22,FALSE,FALSE
Stratovolcano,Rinjani,3,3726,Historical,31,31,Indonesia,"-8.42, 116.47",1994,11,3,FALSE,FALSE
Caldera,Aso,1,1592,Historical,1,1,Japan,"32.88, 131.1",1994,5,29,FALSE,FALSE
Stratovolcano,Parker,0,1824,Historical,60,60,Philippines,"6.12, 124.892",1995,9,6,FALSE,FALSE
Complex volcano,Pacaya,3,2552,Historical,1,1,Guatemala,"14.381, -90.601",1995,4,7,FALSE,FALSE
Stratovolcano,Fogo,2,2829,Historical,0,0,Cape Verde,"14.95, -24.35",1995,4,2,FALSE,FALSE
Stratovolcano,Yasur,3,361,Historical,2,2,Vanuatu,"-19.52, 169.425",1995,2,4,FALSE,FALSE
Complex volcano,Kelimutu,0,1640,Historical,1,1,Indonesia,"-8.758, 121.83",1995,5,15,FALSE,FALSE
Stratovolcano,Yake-dake,1,2455,Historical,4,4,Japan,"36.22, 137.58",1995,2,11,FALSE,FALSE
Stratovolcano,Kanlaon,2,2435,Historical,3,3,Philippines,"10.412, 123.132",1996,8,10,FALSE,FALSE
Caldera,Grimsvotn,3,1725,Historical,0,0,Iceland,"64.42, -17.33",1996,9,30,FALSE,FALSE
Stratovolcano,Manam,3,1807,Historical,13,13,Papua New Guinea,"-4.1, 145.061",1996,12,3,FALSE,FALSE
Stratovolcano,Maderas,0,1394,Holocene,6,6,Nicaragua,"11.446, -85.515",1996,9,27,FALSE,FALSE
Stratovolcano,Popocatepetl,3,5426,Historical,5,5,Mexico,"19.023, -98.622",1996,4,30,FALSE,FALSE
Stratovolcano,Karymsky,2,1536,Historical,0,0,Russia,"54.05, 159.43",1996,1,2,TRUE,FALSE
Stratovolcano,Soufriere Hills,3,915,Historical,2,2,Montserrat,"16.72, -62.18",1997,8,1,FALSE,FALSE
Stratovolcano,Soufriere Hills,3,915,Historical,22,22,Montserrat,"16.72, -62.18",1997,6,25,FALSE,FALSE
Stratovolcano,Soufriere Hills,0,915,Historical,0,0,Montserrat,"16.72, -62.18",1997,12,26,TRUE,FALSE
Stratovolcano,Merapi,2,2947,Historical,6,6,Indonesia,"-7.542, 110.442",1997,1,14,FALSE,FALSE
Stratovolcano,Hakkoda Group,0,1585,Holocene,3,3,Japan,"40.65, 140.88",1997,7,12,FALSE,FALSE
Stratovolcano,Adatara,0,1718,Historical,4,4,Japan,"37.62, 140.28",1997,9,15,FALSE,FALSE
Stratovolcano,Karangetang [Api Siau],1,1784,Historical,3,3,Indonesia,"2.78, 125.48",1997,4,17,FALSE,FALSE
Caldera,Aso,0,1592,Historical,2,2,Japan,"32.88, 131.1",1997,11,23,FALSE,FALSE
Stratovolcano,Semeru,3,3676,Historical,2,2,Indonesia,"-8.108, 112.92",1997,9,2,FALSE,FALSE
Stratovolcano,Kelut,0,1731,Historical,10,10,Indonesia,"-7.93, 112.308",1998,7,0,FALSE,FALSE
Stratovolcano,San Cristobal,0,1745,Historical,1620,1620,Nicaragua,"12.702, -87.004",1998,10,30,FALSE,FALSE
Shield volcano,Kilauea,0,1222,Historical,1,0,United States,"19.425, -155.292",1998,4,28,FALSE,FALSE
Stratovolcano,Tungurahua,3,5023,Historical,1,1,Ecuador,"-1.467, -78.442",1999,10,16,FALSE,FALSE
Stratovolcano,Guagua Pichincha,3,4784,Historical,2,2,Ecuador,"-0.171, -78.598",1999,10,5,FALSE,FALSE
Stratovolcano,Shiveluch,4,3283,Historical,0,0,Russia,"56.653, 161.36",1999,8,15,FALSE,FALSE
Stratovolcano,Fuego,2,3763,Historical,0,0,Guatemala,"14.473, -90.88",1999,5,21,FALSE,FALSE
